-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-7,960587, -7,960587
-7,839135, -7,839269
-7,708562, -7,733744
-7,519375, -7,731687
-7,290045, -7,747124
-7,048628, -7,770875
-6,908413, -7,80982
-6,899292, -7,821841
-6,899292, -7,821841
-6,852685, -7,787595
-6,711587, -7,684173
-6,583407, -7,590408
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
-6,570898, -7,581377
