-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-8, -8
-7,99971, -7,99971
-7,937168, -7,937168
-7,838964, -7,838964
-7,738177, -7,738177
-7,637937, -7,637937
-7,537553, -7,537553
-7,457425, -7,4607
-7,383064, -7,522704
-7,28061, -7,625159
-7,17997, -7,724954
-7,106701, -7,676562
-7,005158, -7,57502
-6,906601, -7,476462
-6,806927, -7,376789
-6,707286, -7,277147
-6,605104, -7,174966
-6,533167, -7,103032
-6,53035, -7,100215
-6,53035, -7,100215
-6,53035, -7,100215
-6,53035, -7,100215
-6,53035, -7,100215
-6,53035, -7,100215
-6,553725, -7,123586
-6,65846, -7,205548
-6,848461, -7,219937
-7,03658, -7,235859
