0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0,0002737976
0,0008531624
0,001353367
0
0,001582437
0,0009749181
0,0002328471
-0,0004547717
-0,001105687
-0,001076401
-0,001204677
-0,001094079
-0,001154142
-0,001107476
-0,001002861
-0,001119516
-0,001050391
-0,0004361375
0,0004033123
0,001198664
0,001850495
0,0029754
0,003763599
0,004829083
0,005510794
0,005753788
0,005987809
0,007300404
0,007919796
0,00835925
0,01059701
0,01026369
0,009550455
0,01184837
0,011613
0,01101882
0,0138825
0,0129263
0,0120681
0,01406916
0,01397985
0,01445274
0,01504157
0,01497513
0,01416446
0,01601488
0,01702171
0,01511973
0,01686024
0,01693057
0,0161497
0,01827379
0,01743755
0,01609416
0,01823032
0,01916126
0,01656679
0,01826879
0,01886543
0,0179706
0,0195411
0,01901704
0,01812278
0,02023509
0,01811844
0,01787892
0,01829908
0,01840181
0,0176829
0,01985331
0,02076732
0,01915506
0,02113301
0,0295289
0,0217203
0,02130564
0,02175088
0,0193259
0,02104745
0,02281724
0,02068691
0,02062706
0,02392328
0,02148933
0,02198887
0,02384649
0,02223824
0,02254668
0,02410929
0,02273102
0,02379831
0,02450535
0,02436535
0,02400626
0,02493457
0,02579969
0,0240717
0,02639918
0,02654556
0,02460892
0,02808828
0,02574506
0,02460467
0,03066633
0,02772982
0,02515881
0,02975973
0,02860161
0,02638361
0,03741571
0,02963291
0,02809653
0,03028218
0,02977733
0,0276023
0,0325007
0,02999542
0,02785212
0,03218716
0,03298649
0,02956221
0,03207934
0,03141559
0,03150907
0,03242498
0,03191701
0,02977877
0,03241767
0,03527448
0,03183224
0,03169115
0,03375106
0,03749619
0,0334302
0,03216286
0,03044844
0,03124696
0,03298955
0,03344759
0,03083519
0,03848013
0,03224235
0,02944016
0,03321877
0,03291919
0,03211188
0,03483307
0,03344475
0,03282012
0,03584664
0,03195464
0,02942424
0,0331395
0,03480712
0,0303804
0,03559088
0,03539715
0,03297286
0,03640531
0,03651707
0,03346039
0,03413437
0,03594381
0,03380459
0,03555665
0,03601362
0,03345943
0,03394984
0,03669012
0,03423593
0,03566457
0,04052151
0,03344852
0,03236854
0,03408031
0,03475891
0,0336991
0,03663674
0,035386
0,0343863
0,03923189
0,04108085
0,03439549
0,03471512
0,03377403
0,03321686
0,0368309
0,03833541
0,03381847
0,03666699
0,03644216
0,03393736
0,03879642
0,03915713
0,03449379
0,0363927
0,03774554
0,03643553
0,04077851
0,03635324
0,03364531
0,03125018
0,03560791
0,03420097
0,03837695
0,03822262
0,03478542
0,03386302
0,03539865
0,03424064
0,03290955
0,03626911
0,03577279
0,03543987
0,03601651
0,03474742
0,03313036
0,03654177
0,03382811
0,03332363
0,03477017
0,03856763
0,03621024
0,03633022
0,034637
0,03481474
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0,01590681
-0,03674674
-0,03444247
-0,03159603
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0,004456488
0,02349274
0,04196034
0,03778741
0,02531136
0,0357464
0,03509923
0,03076491
0,04744622
0
