0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,381041E-06
5,009221E-06
5,829557E-06
0
9,86759E-06
5,03954E-06
2,027714E-06
3,809891E-06
5,550674E-06
4,678051E-06
6,737979E-06
4,88003E-06
6,160838E-06
6,114231E-06
4,427524E-06
6,215751E-06
7,914447E-06
2,708668E-06
2,797975E-06
9,72097E-06
1,16225E-05
2,350371E-05
3,186977E-05
2,843528E-05
3,009197E-05
3,164407E-05
2,711698E-05
3,976597E-05
4,691248E-05
4,173405E-05
6,908259E-05
6,216257E-05
4,519468E-05
7,211349E-05
6,903199E-05
5,265076E-05
8,884607E-05
7,647275E-05
5,729942E-05
8,266392E-05
8,632487E-05
7,582521E-05
8,847841E-05
9,082769E-05
6,818384E-05
9,422356E-05
0,0001111915
7,413405E-05
0,000100856
0,0001029379
8,647034E-05
0,0001113893
0,0001043063
8,077167E-05
0,0001087529
0,000129166
8,070106E-05
0,0001051768
0,0001217645
9,528088E-05
0,0001194626
0,000116399
9,62878E-05
0,0001254777
0,0001571173
0,0001538198
0,0001214756
0,000148741
0,0001649161
0,0001400297
0,0001924125
0,0001697602
0,0001670003
0,0004116195
0,0001881354
0,0001649047
0,0001950092
0,0001728595
0,0001628528
0,0002014614
0,0001839445
0,0001486993
0,0002277313
0,0002008031
0,000170993
0,0002108564
0,0002067583
0,000171792
0,0002195341
0,0002060395
0,0001897333
0,0002217632
0,0002480881
0,0001799685
0,0002202504
0,0002608511
0,0001804807
0,0002567511
0,0002480413
0,0001867749
0,000270341
0,0002356473
0,0001843753
0,0003189225
0,0002574183
0,0001885839
0,0002924411
0,0002688736
0,0002056119
0,000471938
0,0002740235
0,0002314745
0,0002830341
0,0002847157
0,0002105286
0,00032162
0,0002828605
0,0002105289
0,0003112155
0,0003611606
0,0002298851
0,0002958178
0,0002990144
0,0003259146
0,0002477284
0,0002955267
0,0002839178
0,0002773087
0,0003348723
0,0003081688
0,0002458232
0,0003218509
0,0003429575
0,0001789877
0,0002009471
0,0001904776
0,0001740738
0,0002146208
0,0002369393
0,0001940662
0,000292375
0,0002007407
0,0001562402
0,0002124743
0,0002346244
0,0001777542
0,0002321435
0,0002353026
0,0001896821
0,0003107688
0,0002946974
0,0002180373
0,0003004583
0,0003463381
0,0002345038
0,0003507579
0,0003551906
0,000314897
0,000322795
0,0003616489
0,0003375848
0,0002730351
0,0003593043
0,0003404719
0,000305068
0,0003526023
0,0003365305
0,0002765573
0,0003702959
0,0003812771
0,0002874373
0,000312624
0,0002265044
0,0001788047
0,00022197
0,0002490932
0,0001976378
0,0002559126
0,0002612148
0,0002117393
0,0004565147
0,0004693543
0,0002806874
0,0003277379
0,0003292539
0,0002770322
0,0003659253
0,0004212515
0,0002796865
0,0003683389
0,00037411
0,000292686
0,0004197811
0,0004158214
0,0003425029
0,0003103423
0,000401672
0,0003694471
0,0002505886
0,0002464185
0,0002314701
0,0002430755
0,0003523598
0,000336213
0,0002468006
0,0002801009
0,0002412206
0,0001957693
0,0002385203
0,0002330106
0,0001900831
0,0002517104
0,0002580398
0,0002181334
0,0002488215
0,0002418943
0,0001879343
0,0002545829
0,0002354148
0,0001886293
0,000373918
0,0003447561
0,0002121658
0,0002510644
0,0002430398
0,000207081
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0,0001197391
0,0002769866
0,000201701
0,0001900792
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2,961872E-05
0,0001393921
0,0003635288
0,0002181638
0,0001530772
0,0002498937
0,0002478688
0,0002579291
0,0005116879
0
