11,31371
11,31371
11,31371
11,31371
11,31371
11,31371
11,31371
11,31371
11,31371
11,31371
11,31326
11,22191
11,09143
10,94901
10,89815
10,89815
10,89816
10,89853
10,90017
10,90321
10,90369
10,90299
10,89108
10,7707
10,6407
10,49374
10,40475
10,34114
10,19513
10,04578
9,915569
9,77055
9,61909
9,490251
9,344469
9,195852
9,066992
8,925641
8,784437
8,661418
8,556986
8,561998
8,575244
8,591658
8,610462
8,628405
8,650442
8,675606
8,697686
8,723256
8,751855
8,777079
8,806963
8,83997
8,867629
8,900514
8,936057
8,966467
9,00244
9,040454
9,074828
9,11378
9,15498
9,191194
9,231054
9,274117
9,312193
9,353678
9,400141
9,439849
9,482448
9,529023
9,569138
9,612707
9,66104
9,70257
9,747943
9,796288
9,838216
9,884428
9,934681
9,913657
9,827225
9,728728
9,641771
9,56329
9,469163
9,382517
9,303801
9,213072
9,125464
9,052789
8,966072
8,880778
8,806642
8,721412
8,634668
8,560079
8,476568
8,392119
8,324497
8,245141
8,162791
8,093143
8,014426
7,935646
7,869213
7,791207
7,717975
7,655641
7,58201
7,50864
7,444579
7,375624
7,307026
7,243764
7,17651
7,108706
7,051748
6,988954
6,923917
6,8706
6,811089
6,751166
6,700688
6,646013
6,586343
6,542401
6,489765
6,438703
6,395561
6,348531
6,300225
6,261766
6,218544
6,174352
6,138711
6,100408
6,061496
6,028398
5,995284
5,959054
5,928452
5,90276
5,875804
5,849759
5,828369
5,805947
5,785594
5,76196
5,666471
5,551198
5,449036
5,332886
5,217665
5,116246
5,00877
4,998968
5,080713
5,174344
5,27236
5,354601
5,450646
5,550849
5,632919
5,727709
5,820155
5,820468
5,80756
5,795766
5,787104
5,779609
5,773211
5,769331
5,766699
5,765794
5,766918
5,769396
5,774156
5,780492
5,787556
5,797646
5,809086
5,820412
5,835319
5,852107
5,867586
5,888448
5,862131
5,782981
5,688478
5,59355
5,509121
5,41707
5,322823
5,241872
5,151249
5,125385
5,149451
5,178052
5,2096
5,239284
5,274961
5,313975
5,351323
5,392957
5,439318
5,480874
5,528025
5,579459
5,62766
5,680273
5,741516
5,797718
5,846454
5,815417
5,744655
5,680998
5,658096
5,719114
5,775166
5,796894
5,732702
5,674489
5,608168
5,541713
5,483206
5,419024
5,354052
5,297956
5,234859
5,17515
5,121999
5,062845
5,002982
4,95338
4,896794
4,767266
4,600031
4,452394
4,320654
4,20552
4,088561
4,044978
4,044978
4,044979
4,044978
4,044978
4,044978
4,044977
4,044978
4,044977
4,044977
4,044977
4,044977
4,044977
4,044977
4,044977
4,044977
4,044977
4,044977
4,044977
4,044978
4,044978
4,044977
4,044978
4,044978
4,044977
4,060981
4,132803
4,212955
4,258833
4,259316
4,259316
4,259316
4,259316
4,259316
4,259316
4,259316
4,259316
4,259317
4,259317
4,259316
4,259316
4,259318
4,259316
4,259317
4,259316
4,259317
4,259316
4,261884
4,340799
4,464693
4,522677
4,540371
4,651942
4,758645
4,837332
4,89587
4,903724
