2
2
2
2
2
2
2
2
2
2
2,000314
2,064909
2,157172
2,257879
2,293842
2,293842
2,293842
2,352052
2,440162
2,530736
2,54227
2,524517
2,435691
2,411697
2,411183
2,434628
2,4923
2,537236
2,640448
2,746105
2,838293
2,94104
3,048434
3,148504
3,331557
3,440009
3,271925
3,065124
2,855113
2,669197
2,483839
2,369237
2,276837
2,173719
2,066552
1,972262
1,864265
1,749055
1,653451
1,547648
1,434548
1,338596
1,228617
1,111145
1,015393
0,9041887
0,7868043
0,6883662
0,5740714
0,4553504
0,349502
0,2311947
0,1076221
0,03200114
0,1168643
0,2423058
0,3523898
0,4715064
0,6039627
0,7167083
0,837143
0,9682434
1,080815
1,202684
1,337636
1,453408
1,579613
1,713929
1,83042
1,958708
2,09813
2,247331
2,43294
2,643848
2,829201
2,960691
2,804325
2,621363
2,455627
2,265259
2,081844
1,929999
1,750417
1,57472
1,422896
1,249168
1,073301
0,9230382
0,7557983
0,5877082
0,4541123
0,2982505
0,137737
0,03596341
0,147667
0,2972646
0,4221064
0,5675851
0,7024992
0,8160037
0,9489411
1,079351
1,191704
1,311174
1,427944
1,53401
1,644839
1,754277
1,844339
1,941508
2,039934
2,11853
2,203878
2,287087
2,354973
2,426035
2,500908
2,553468
2,613384
2,668158
2,71147
2,755726
2,797422
2,827435
2,857669
2,884203
2,901926
2,917138
2,927413
2,931561
2,93114
2,924408
2,912401
2,897308
2,875386
2,847064
2,817502
2,778701
2,734843
2,685162
2,571135
2,439661
2,322204
2,187597
2,052975
1,933582
1,80269
1,743692
1,786094
1,835538
1,884357
1,922983
1,965544
2,006955
2,03851
2,072487
2,092735
2,009383
1,891582
1,762382
1,645678
1,519791
1,377091
1,251901
1,108677
0,9460521
0,7904295
0,6475462
0,4791617
0,312593
0,1635333
0,04505591
0,1873251
0,3417876
0,5246772
0,7124602
0,8729525
1,072411
1,243939
1,361841
1,498667
1,634899
1,755099
1,885255
2,017376
2,129932
2,255576
2,437595
2,622536
2,824897
2,947781
2,783386
2,576781
2,364286
2,171996
1,968001
1,750813
1,564449
1,3612
1,148064
0,9558822
0,7527065
0,5240046
0,3208289
0,1426973
0,02537918
0,05136931
0,1160081
0,2371104
0,4339566
0,6069272
0,7567303
0,8143826
0,8609393
0,9117296
0,9601381
1,000671
1,04298
1,083391
1,116175
1,150927
1,181405
1,206504
1,232254
1,255796
1,27328
1,290974
1,226571
1,105192
0,9582947
0,811994
0,6819217
0,5474671
0,4967377
0,4967376
0,4967376
0,4967372
0,4967374
0,4967373
0,4967372
0,4967372
0,4967372
0,4967369
0,4967369
0,4967369
0,4967369
0,4967366
0,4967369
0,4967371
0,4967369
0,4967369
0,4967373
0,4967375
0,4967375
0,4967375
0,4967375
0,4967375
0,4967375
0,4975203
0,5002283
0,5008661
0,4999798
0,4999649
0,4999649
0,4999649
0,499965
0,4999651
0,499965
0,4999651
0,4999653
0,4999652
0,4999654
0,4999651
0,4999652
0,4999663
0,4999652
0,4999657
0,4999654
0,4999656
0,4999651
0,5030804
0,5990967
0,7495009
0,819826
0,8413575
0,9769538
1,106579
1,246579
1,361578
1,371153
